grupi_id,base_id,oracle_id,n_amendments,schema,base_effective,oracle_effective,pair_index,redaction_count,title
1050419,130032021008,130122023005,52,tyviseadus,2021-03-31,2024-07-01,2,7,Raudteeseadus
1050419,130122023005,108102024016,52,tyviseadus,2024-07-01,2024-10-18,3,7,Raudteeseadus
1050419,108102024016,130122025024,52,tyviseadus,2024-10-18,2026-01-01,4,7,Raudteeseadus
1050419,130122025024,119022026002,52,tyviseadus,2026-01-01,2026-03-01,5,7,Raudteeseadus
1050419,119022026002,119022026003,52,tyviseadus,2026-03-01,2027-01-01,6,7,Raudteeseadus
1050852,117042021005,103122021023,4,tyviseadus,2021-04-18,2021-12-04,1,2,2021. aasta riigieelarve seadus
1053073,125052022002,125052022003,4,tyviseadus,2022-05-26,2022-06-01,1,3,2022. aasta riigieelarve seadus
1053073,125052022003,126112022007,4,tyviseadus,2022-06-01,2022-11-27,2,3,2022. aasta riigieelarve seadus
1054042,123122022024,123122022025,38,tyviseadus,2023-02-01,2023-09-01,1,3,Äriregistri seadus
1054042,123122022025,114032025010,38,tyviseadus,2023-09-01,2025-01-01,2,3,Äriregistri seadus
1054314,123122022027,114032025014,38,tyviseadus,2022-12-24,2025-01-01,1,2,Füüsilise isiku maksejõuetuse seadus
1055121,126092023003,104012024006,52,tyviseadus,2023-07-01,2024-01-14,1,3,Euroopa Liidu ühise põllumajanduspoliitika rakendamise seadus
1055121,104012024006,114022025004,52,tyviseadus,2024-01-14,2025-02-24,2,3,Euroopa Liidu ühise põllumajanduspoliitika rakendamise seadus
1055383,130062023106,108122023006,4,tyviseadus,2023-07-01,2023-12-09,1,2,2023. aasta riigieelarve seadus
1056096,127092023004,108102024026,18,tyviseadus,2023-07-01,2024-10-18,1,3,Ühisveevärgi ja -kanalisatsiooni seadus
1056096,108102024026,108072025060,18,tyviseadus,2024-10-18,2025-09-01,2,3,Ühisveevärgi ja -kanalisatsiooni seadus
1056097,127092024013,103062025018,84,tyviseadus,2025-01-01,2025-06-13,1,5,Tööturumeetmete seadus
1056097,103062025018,112062025014,84,tyviseadus,2025-06-13,2025-06-22,2,5,Tööturumeetmete seadus
1056097,112062025014,112062025015,84,tyviseadus,2025-06-22,2025-09-01,3,5,Tööturumeetmete seadus
1056097,112062025015,112062025016,84,tyviseadus,2025-09-01,2026-01-01,4,5,Tööturumeetmete seadus
1057989,106062024006,126062024004,6,tyviseadus,2024-06-07,2024-07-06,1,3,2024. aasta riigieelarve seadus
1057989,126062024004,111122024014,6,tyviseadus,2024-07-06,2024-12-12,2,3,2024. aasta riigieelarve seadus
1059281,114112025026,114112025027,46,tyviseadus,2025-11-15,2026-01-01,1,3,Mootorsõidukimaksu seadus
1059281,114112025027,114112025028,46,tyviseadus,2026-01-01,2027-01-01,2,3,Mootorsõidukimaksu seadus
1060185,117032026008,118032026017,26,tyviseadus,2026-04-01,2026-05-01,1,2,Rahvatervishoiu seadus
134909,112122018085,130042024013,230,tyviseadus,2019-01-01,2024-05-10,1,3,Väärismetalltoodete seadus
134909,130042024013,130042024014,230,tyviseadus,2024-05-10,2025-07-01,2,3,Väärismetalltoodete seadus
135058,106012023036,106012023037,405,tyviseadus,2023-01-16,2023-06-01,1,2,Tööstusomandi õiguskorralduse aluste seadus
135277,782861,121122010028,496,tyviseadus,2005-03-01,2010-12-31,1,40,Kriminaalmenetluse seadustik
135277,121122010028,121122010029,496,tyviseadus,2010-12-31,2011-01-01,2,40,Kriminaalmenetluse seadustik
135277,121122010029,123022011045,496,tyviseadus,2011-01-01,2011-04-05,3,40,Kriminaalmenetluse seadustik
135277,123022011045,114032011035,496,tyviseadus,2011-04-05,2011-09-01,4,40,Kriminaalmenetluse seadustik
135277,114032011035,117042012006,496,tyviseadus,2011-09-01,2012-04-10,5,40,Kriminaalmenetluse seadustik
135277,117042012006,109072012003,496,tyviseadus,2012-04-10,2012-07-03,6,40,Kriminaalmenetluse seadustik
135277,109072012003,109072012004,496,tyviseadus,2012-07-03,2012-07-09,7,40,Kriminaalmenetluse seadustik
135277,109072012004,109072012005,496,tyviseadus,2012-07-09,2012-08-01,8,40,Kriminaalmenetluse seadustik
135277,109072012005,116112012007,496,tyviseadus,2012-08-01,2012-11-13,9,40,Kriminaalmenetluse seadustik
135277,116112012007,122032013017,496,tyviseadus,2012-11-13,2013-04-01,10,40,Kriminaalmenetluse seadustik
135277,122032013017,116042013003,496,tyviseadus,2013-04-01,2013-04-26,11,40,Kriminaalmenetluse seadustik
135277,116042013003,103052013013,496,tyviseadus,2013-04-26,2013-04-30,12,40,Kriminaalmenetluse seadustik
135277,103052013013,115052013005,496,tyviseadus,2013-04-30,2013-05-10,13,40,Kriminaalmenetluse seadustik
135277,115052013005,115052013006,496,tyviseadus,2013-05-10,2013-06-01,14,40,Kriminaalmenetluse seadustik
135277,115052013006,105072013013,496,tyviseadus,2013-06-01,2013-07-15,15,40,Kriminaalmenetluse seadustik
135277,105072013013,111072013011,496,tyviseadus,2013-07-15,2013-09-01,16,40,Kriminaalmenetluse seadustik
135277,111072013011,104102013004,496,tyviseadus,2013-09-01,2013-10-27,17,40,Kriminaalmenetluse seadustik
135277,104102013004,104102013005,496,tyviseadus,2013-10-27,2014-01-01,18,40,Kriminaalmenetluse seadustik
135277,104102013005,126022014008,496,tyviseadus,2014-01-01,2014-03-08,19,40,Kriminaalmenetluse seadustik
135277,126022014008,121052014016,496,tyviseadus,2014-03-08,2014-05-31,20,40,Kriminaalmenetluse seadustik
135277,121052014016,106012016019,496,tyviseadus,2014-05-31,2016-01-16,21,40,Kriminaalmenetluse seadustik
135277,106012016019,120052016005,496,tyviseadus,2016-01-16,2016-05-30,22,40,Kriminaalmenetluse seadustik
135277,120052016005,120052016006,496,tyviseadus,2016-05-30,2016-07-01,23,40,Kriminaalmenetluse seadustik
135277,120052016006,120052016007,496,tyviseadus,2016-07-01,2016-09-01,24,40,Kriminaalmenetluse seadustik
135277,120052016007,120052016008,496,tyviseadus,2016-09-01,2017-01-01,25,40,Kriminaalmenetluse seadustik
135277,120052016008,131122016046,496,tyviseadus,2017-01-01,2017-04-01,26,40,Kriminaalmenetluse seadustik
135277,131122016046,126052017003,496,tyviseadus,2017-04-01,2017-06-05,27,40,Kriminaalmenetluse seadustik
135277,126052017003,105122017008,496,tyviseadus,2017-06-05,2018-01-01,28,40,Kriminaalmenetluse seadustik
135277,105122017008,107122018023,496,tyviseadus,2018-01-01,2018-12-17,29,40,Kriminaalmenetluse seadustik
135277,107122018023,107122018024,496,tyviseadus,2018-12-17,2019-01-01,30,40,Kriminaalmenetluse seadustik
135277,107122018024,105022019006,496,tyviseadus,2019-01-01,2019-02-15,31,40,Kriminaalmenetluse seadustik
135277,105022019006,121112020010,496,tyviseadus,2019-02-15,2021-01-01,32,40,Kriminaalmenetluse seadustik
135277,121112020010,108072021009,496,tyviseadus,2021-01-01,2021-07-15,33,40,Kriminaalmenetluse seadustik
135277,108072021009,122122021045,496,tyviseadus,2021-07-15,2022-01-01,34,40,Kriminaalmenetluse seadustik
135277,122122021045,107062024005,496,tyviseadus,2022-01-01,2024-06-17,35,40,Kriminaalmenetluse seadustik
135277,107062024005,105072025014,496,tyviseadus,2024-06-17,2025-07-06,36,40,Kriminaalmenetluse seadustik
135277,105072025014,109102025007,496,tyviseadus,2025-07-06,2025-10-12,37,40,Kriminaalmenetluse seadustik
135277,109102025007,122122025003,496,tyviseadus,2025-10-12,2026-01-01,38,40,Kriminaalmenetluse seadustik
135277,122122025003,122122025004,496,tyviseadus,2026-01-01,9999-99-99,39,40,Kriminaalmenetluse seadustik
148004,121122010030,130122010016,380,tyviseadus,2010-12-31,2011-01-01,1,36,Tsiviilkohtumenetluse seadustik
148004,130122010016,130122010017,380,tyviseadus,2011-01-01,2011-04-05,2,36,Tsiviilkohtumenetluse seadustik
148004,130122010017,121042011018,380,tyviseadus,2011-04-05,2011-04-12,3,36,Tsiviilkohtumenetluse seadustik
148004,121042011018,121042011019,380,tyviseadus,2011-04-12,2011-04-14,4,36,Tsiviilkohtumenetluse seadustik
148004,121042011019,121042011020,380,tyviseadus,2011-04-14,2011-06-18,5,36,Tsiviilkohtumenetluse seadustik
148004,121042011020,121042011021,380,tyviseadus,2011-06-18,2011-09-01,6,36,Tsiviilkohtumenetluse seadustik
148004,121042011021,110112011006,380,tyviseadus,2011-09-01,2011-11-01,7,36,Tsiviilkohtumenetluse seadustik
148004,110112011006,129062012060,380,tyviseadus,2011-11-01,2012-07-01,8,36,Tsiviilkohtumenetluse seadustik
148004,129062012060,104072012019,380,tyviseadus,2012-07-01,2012-08-01,9,36,Tsiviilkohtumenetluse seadustik
148004,104072012019,122032013016,380,tyviseadus,2012-08-01,2013-04-01,10,36,Tsiviilkohtumenetluse seadustik
148004,122032013016,105042013005,380,tyviseadus,2013-04-01,2013-04-15,11,36,Tsiviilkohtumenetluse seadustik
148004,105042013005,109102013011,380,tyviseadus,2013-04-15,2013-10-28,12,36,Tsiviilkohtumenetluse seadustik
148004,109102013011,123122013063,380,tyviseadus,2013-10-28,2014-01-01,13,36,Tsiviilkohtumenetluse seadustik
148004,123122013063,106022014015,380,tyviseadus,2014-01-01,2014-02-04,14,36,Tsiviilkohtumenetluse seadustik
148004,106022014015,121062014058,380,tyviseadus,2014-02-04,2014-07-01,15,36,Tsiviilkohtumenetluse seadustik
148004,121062014058,121062014059,380,tyviseadus,2014-07-01,2014-10-01,16,36,Tsiviilkohtumenetluse seadustik
148004,121062014059,130122014014,380,tyviseadus,2014-10-01,2015-01-01,17,36,Tsiviilkohtumenetluse seadustik
148004,130122014014,102022016008,380,tyviseadus,2015-01-01,2016-02-01,18,36,Tsiviilkohtumenetluse seadustik
148004,102022016008,110032016010,380,tyviseadus,2016-02-01,2016-03-20,19,36,Tsiviilkohtumenetluse seadustik
148004,110032016010,121122016017,380,tyviseadus,2016-03-20,2017-01-01,20,36,Tsiviilkohtumenetluse seadustik
148004,121122016017,128122016022,380,tyviseadus,2017-01-01,2017-01-07,21,36,Tsiviilkohtumenetluse seadustik
148004,128122016022,126052017005,380,tyviseadus,2017-01-07,2017-06-05,22,36,Tsiviilkohtumenetluse seadustik
148004,126052017005,107122018026,380,tyviseadus,2017-06-05,2018-12-17,23,36,Tsiviilkohtumenetluse seadustik
148004,107122018026,107122018027,380,tyviseadus,2018-12-17,2019-01-01,24,36,Tsiviilkohtumenetluse seadustik
148004,107122018027,120062020005,380,tyviseadus,2019-01-01,2020-06-30,25,36,Tsiviilkohtumenetluse seadustik
148004,120062020005,131122020004,380,tyviseadus,2020-06-30,2021-01-10,26,36,Tsiviilkohtumenetluse seadustik
148004,131122020004,104012021041,380,tyviseadus,2021-01-10,2021-02-01,27,36,Tsiviilkohtumenetluse seadustik
148004,104012021041,103032021006,380,tyviseadus,2021-02-01,2021-03-04,28,36,Tsiviilkohtumenetluse seadustik
148004,103032021006,122032021005,380,tyviseadus,2021-03-04,2021-04-01,29,36,Tsiviilkohtumenetluse seadustik
148004,122032021005,109042021017,380,tyviseadus,2021-04-01,2021-04-19,30,36,Tsiviilkohtumenetluse seadustik
148004,109042021017,123122022019,380,tyviseadus,2021-04-19,2023-02-01,31,36,Tsiviilkohtumenetluse seadustik
148004,123122022019,122032024007,380,tyviseadus,2023-02-01,2024-04-01,32,36,Tsiviilkohtumenetluse seadustik
148004,122032024007,122032024008,380,tyviseadus,2024-04-01,2024-06-01,33,36,Tsiviilkohtumenetluse seadustik
148004,122032024008,131122024041,380,tyviseadus,2024-06-01,2025-01-01,34,36,Tsiviilkohtumenetluse seadustik
148004,131122024041,103042025002,380,tyviseadus,2025-01-01,2025-04-13,35,36,Tsiviilkohtumenetluse seadustik
151244,109112011007,109112011008,298,tyviseadus,2011-11-19,2012-10-01,1,5,Taimede paljundamise ja sordikaitse seadus
151244,109112011008,101092015030,298,tyviseadus,2012-10-01,2015-09-01,2,5,Taimede paljundamise ja sordikaitse seadus
151244,101092015030,127092023005,298,tyviseadus,2015-09-01,2023-07-01,3,5,Taimede paljundamise ja sordikaitse seadus
151244,127092023005,119122024005,298,tyviseadus,2023-07-01,2025-01-01,4,5,Taimede paljundamise ja sordikaitse seadus
151381,12846827,127042011002,32,tyviseadus,2007-07-21,2011-07-22,1,6,Eesti Vabariigi põhiseadus
151381,127042011002,115052015002,32,tyviseadus,2011-07-22,2015-08-13,2,6,Eesti Vabariigi põhiseadus
151381,115052015002,111042025002,32,tyviseadus,2015-08-13,2025-07-09,3,6,Eesti Vabariigi põhiseadus
151381,111042025002,111042025003,32,tyviseadus,2025-07-09,2026-03-01,4,6,Eesti Vabariigi põhiseadus
151381,111042025003,900000164299,32,tyviseadus,2026-03-01,2026-03-01,5,6,Eesti Vabariigi põhiseadus
151815,116122014011,116122014012,96,tyviseadus,2014-12-17,2015-01-01,1,3,Erakorralise seisukorra seadus
151815,116122014012,114032023024,96,tyviseadus,2015-01-01,2023-03-15,2,3,Erakorralise seisukorra seadus
151839,116112010009,113032026002,26,tyviseadus,2010-11-26,2026-03-23,1,2,Vabariigi Presidendi valimise seadus
152074,184396,120122012009,188,tyviseadus,2002-09-01,2013-01-01,1,8,Kriminaalhooldusseadus
152074,120122012009,120122012010,188,tyviseadus,2013-01-01,2013-04-01,2,8,Kriminaalhooldusseadus
152074,120122012010,120122012011,188,tyviseadus,2013-04-01,2013-06-01,3,8,Kriminaalhooldusseadus
152074,120122012011,110032015022,188,tyviseadus,2013-06-01,2015-06-01,4,8,Kriminaalhooldusseadus
152074,110032015022,105122017007,188,tyviseadus,2015-06-01,2018-01-01,5,8,Kriminaalhooldusseadus
152074,105122017007,106082022024,188,tyviseadus,2018-01-01,2022-08-16,6,8,Kriminaalhooldusseadus
152074,106082022024,114032025025,188,tyviseadus,2022-08-16,2025-01-01,7,8,Kriminaalhooldusseadus
152862,128042017004,126062018020,124,tyviseadus,2017-05-08,2018-07-06,1,5,Ametiühingute seadus
152862,126062018020,109072020002,124,tyviseadus,2018-07-06,2020-07-30,2,5,Ametiühingute seadus
152862,109072020002,112112021013,124,tyviseadus,2020-07-30,2021-11-22,3,5,Ametiühingute seadus
152862,112112021013,103022026016,124,tyviseadus,2021-11-22,2026-02-13,4,5,Ametiühingute seadus
152863,123122011007,129112013002,260,tyviseadus,2011-12-24,2013-12-09,1,10,Tervisekassa seadus
152863,129112013002,127122016022,260,tyviseadus,2013-12-09,2017-01-01,2,10,Tervisekassa seadus
152863,127122016022,122062018007,260,tyviseadus,2017-01-01,2018-09-01,3,10,Tervisekassa seadus
152863,122062018007,119122019018,260,tyviseadus,2018-09-01,2020-01-01,4,10,Tervisekassa seadus
152863,119122019018,129042022002,260,tyviseadus,2020-01-01,2022-05-01,5,10,Tervisekassa seadus
152863,129042022002,102052024026,260,tyviseadus,2022-05-01,2024-05-15,6,10,Tervisekassa seadus
152863,102052024026,112122024030,260,tyviseadus,2024-05-15,2024-12-22,7,10,Tervisekassa seadus
152863,112122024030,102012025079,260,tyviseadus,2024-12-22,2025-09-01,8,10,Tervisekassa seadus
152863,102012025079,117032026012,260,tyviseadus,2025-09-01,2026-04-01,9,10,Tervisekassa seadus
152867,109122010015,104032011017,460,tyviseadus,2011-01-01,2011-04-01,1,27,Vangistusseadus
152867,104032011017,120122012016,460,tyviseadus,2011-04-01,2013-01-01,2,27,Vangistusseadus
152867,120122012016,120122012017,460,tyviseadus,2013-01-01,2013-04-01,3,27,Vangistusseadus
152867,120122012017,105072013018,460,tyviseadus,2013-04-01,2013-07-15,4,27,Vangistusseadus
152867,105072013018,105072013021,460,tyviseadus,2013-07-15,2013-09-01,5,27,Vangistusseadus
152867,105072013021,105072013022,460,tyviseadus,2013-09-01,2013-10-01,6,27,Vangistusseadus
152867,105072013022,117122015096,460,tyviseadus,2013-10-01,2016-07-01,7,27,Vangistusseadus
152867,117122015096,101032017004,460,tyviseadus,2016-07-01,2017-04-01,8,27,Vangistusseadus
152867,101032017004,109032018019,460,tyviseadus,2017-04-01,2018-03-19,9,27,Vangistusseadus
152867,109032018019,113062019003,460,tyviseadus,2018-03-19,2019-06-11,10,27,Vangistusseadus
152867,113062019003,113062019004,460,tyviseadus,2019-06-11,2019-07-01,11,27,Vangistusseadus
152867,113062019004,113062019005,460,tyviseadus,2019-07-01,2019-08-01,12,27,Vangistusseadus
152867,113062019005,113062019006,460,tyviseadus,2019-08-01,2019-09-01,13,27,Vangistusseadus
152867,113062019006,106052020043,460,tyviseadus,2019-09-01,2020-05-07,14,27,Vangistusseadus
152867,106052020043,103032021002,460,tyviseadus,2020-05-07,2021-03-04,15,27,Vangistusseadus
152867,103032021002,108072021015,460,tyviseadus,2021-03-04,2021-07-15,16,27,Vangistusseadus
152867,108072021015,106082022023,460,tyviseadus,2021-07-15,2022-08-16,17,27,Vangistusseadus
152867,106082022023,127012023025,460,tyviseadus,2022-08-16,2023-04-01,18,27,Vangistusseadus
152867,127012023025,106072023114,460,tyviseadus,2023-04-01,2024-01-01,19,27,Vangistusseadus
152867,106072023114,122032024012,460,tyviseadus,2024-01-01,2024-04-01,20,27,Vangistusseadus
152867,122032024012,127112024002,460,tyviseadus,2024-04-01,2024-12-07,21,27,Vangistusseadus
152867,127112024002,114032025027,460,tyviseadus,2024-12-07,2025-01-01,22,27,Vangistusseadus
152867,114032025027,131122024035,460,tyviseadus,2025-01-01,2025-01-10,23,27,Vangistusseadus
152867,131122024035,126062025019,460,tyviseadus,2025-01-10,2025-07-06,24,27,Vangistusseadus
152867,126062025019,126062025020,460,tyviseadus,2025-07-06,2025-09-01,25,27,Vangistusseadus
152867,126062025020,126062025021,460,tyviseadus,2025-09-01,2027-01-01,26,27,Vangistusseadus
153072,112122018072,108012020009,242,tyviseadus,2019-01-01,2020-01-17,1,7,Turismiseadus
153072,108012020009,131012020018,242,tyviseadus,2020-01-17,2020-02-01,2,7,Turismiseadus
153072,131012020018,104122020002,242,tyviseadus,2020-02-01,2020-12-14,3,7,Turismiseadus
153072,104122020002,104122020003,242,tyviseadus,2020-12-14,2021-05-01,4,7,Turismiseadus
153072,104122020003,110022023034,242,tyviseadus,2021-05-01,2023-09-01,5,7,Turismiseadus
153072,110022023034,118032026026,242,tyviseadus,2023-09-01,2026-05-01,6,7,Turismiseadus
153374,114042011007,114042011008,80,tyviseadus,2011-03-22,2011-07-01,1,7,Riigivastutuse seadus
153374,114042011008,113092011010,80,tyviseadus,2011-07-01,2011-08-30,2,7,Riigivastutuse seadus
153374,113092011010,113092011011,80,tyviseadus,2011-08-30,2011-08-31,3,7,Riigivastutuse seadus
153374,113092011011,111032023086,80,tyviseadus,2011-08-31,2023-04-01,4,7,Riigivastutuse seadus
153374,111032023086,107052025019,80,tyviseadus,2023-04-01,2025-01-01,5,7,Riigivastutuse seadus
153374,107052025019,108042025012,80,tyviseadus,2025-01-01,2026-10-01,6,7,Riigivastutuse seadus
153395,105012011017,110032011007,472,tyviseadus,2011-01-15,2011-03-20,1,49,Tervishoiuteenuste korraldamise seadus
153395,110032011007,110032011008,472,tyviseadus,2011-03-20,2011-04-05,2,49,Tervishoiuteenuste korraldamise seadus
153395,110032011008,110032011009,472,tyviseadus,2011-04-05,2011-09-01,3,49,Tervishoiuteenuste korraldamise seadus
153395,110032011009,121122011026,472,tyviseadus,2011-09-01,2012-06-01,4,49,Tervishoiuteenuste korraldamise seadus
153395,121122011026,129062012065,472,tyviseadus,2012-06-01,2012-07-09,5,49,Tervishoiuteenuste korraldamise seadus
153395,129062012065,104072012016,472,tyviseadus,2012-07-09,2012-07-14,6,49,Tervishoiuteenuste korraldamise seadus
153395,104072012016,104072012017,472,tyviseadus,2012-07-14,2012-08-01,7,49,Tervishoiuteenuste korraldamise seadus
153395,104072012017,104072012018,472,tyviseadus,2012-08-01,2012-09-01,8,49,Tervishoiuteenuste korraldamise seadus
153395,104072012018,104072012026,472,tyviseadus,2012-09-01,2013-01-01,9,49,Tervishoiuteenuste korraldamise seadus
153395,104072012026,111062013011,472,tyviseadus,2013-01-01,2013-06-21,10,49,Tervishoiuteenuste korraldamise seadus
153395,111062013011,111062013012,472,tyviseadus,2013-06-21,2013-09-01,11,49,Tervishoiuteenuste korraldamise seadus
153395,111062013012,129112013006,472,tyviseadus,2013-09-01,2013-12-09,12,49,Tervishoiuteenuste korraldamise seadus
153395,129112013006,122122013055,472,tyviseadus,2013-12-09,2014-01-01,13,49,Tervishoiuteenuste korraldamise seadus
153395,122122013055,115042014005,472,tyviseadus,2014-01-01,2014-04-25,14,49,Tervishoiuteenuste korraldamise seadus
153395,115042014005,106062014020,472,tyviseadus,2014-04-25,2014-06-09,15,49,Tervishoiuteenuste korraldamise seadus
153395,106062014020,106062014021,472,tyviseadus,2014-06-09,2014-07-01,16,49,Tervishoiuteenuste korraldamise seadus
153395,106062014021,106062014022,472,tyviseadus,2014-07-01,2014-08-01,17,49,Tervishoiuteenuste korraldamise seadus
153395,106062014022,108102014008,472,tyviseadus,2014-08-01,2014-10-18,18,49,Tervishoiuteenuste korraldamise seadus
153395,108102014008,122122014006,472,tyviseadus,2014-10-18,2015-01-01,19,49,Tervishoiuteenuste korraldamise seadus
153395,122122014006,127122016023,472,tyviseadus,2015-01-01,2017-01-01,20,49,Tervishoiuteenuste korraldamise seadus
153395,127122016023,121022017005,472,tyviseadus,2017-01-01,2017-03-03,21,49,Tervishoiuteenuste korraldamise seadus
153395,121022017005,122052018012,472,tyviseadus,2017-03-03,2018-05-23,22,49,Tervishoiuteenuste korraldamise seadus
153395,122052018012,110112018003,472,tyviseadus,2018-05-23,2018-11-11,23,49,Tervishoiuteenuste korraldamise seadus
153395,110112018003,101022019013,472,tyviseadus,2018-11-11,2019-02-11,24,49,Tervishoiuteenuste korraldamise seadus
153395,101022019013,108012020013,472,tyviseadus,2019-02-11,2020-02-01,25,49,Tervishoiuteenuste korraldamise seadus
153395,108012020013,121042020044,472,tyviseadus,2020-02-01,2020-05-01,26,49,Tervishoiuteenuste korraldamise seadus
153395,121042020044,117052020012,472,tyviseadus,2020-05-01,2020-05-18,27,49,Tervishoiuteenuste korraldamise seadus
153395,117052020012,117052020013,472,tyviseadus,2020-05-18,2021-01-01,28,49,Tervishoiuteenuste korraldamise seadus
153395,117052020013,121042021016,472,tyviseadus,2021-01-01,2021-05-01,29,49,Tervishoiuteenuste korraldamise seadus
153395,121042021016,107062022011,472,tyviseadus,2021-05-01,2022-06-17,30,49,Tervishoiuteenuste korraldamise seadus
153395,107062022011,120062022093,472,tyviseadus,2022-06-17,2022-06-27,31,49,Tervishoiuteenuste korraldamise seadus
153395,120062022093,120062022094,472,tyviseadus,2022-06-27,2022-06-30,32,49,Tervishoiuteenuste korraldamise seadus
153395,120062022094,120062022095,472,tyviseadus,2022-06-30,2022-07-01,33,49,Tervishoiuteenuste korraldamise seadus
153395,120062022095,110102022003,472,tyviseadus,2022-07-01,2022-10-11,34,49,Tervishoiuteenuste korraldamise seadus
153395,110102022003,110102022004,472,tyviseadus,2022-10-11,2023-01-01,35,49,Tervishoiuteenuste korraldamise seadus
153395,110102022004,111032023092,472,tyviseadus,2023-01-01,2023-04-01,36,49,Tervishoiuteenuste korraldamise seadus
153395,111032023092,111032023093,472,tyviseadus,2023-04-01,2023-10-01,37,49,Tervishoiuteenuste korraldamise seadus
153395,111032023093,115122023011,472,tyviseadus,2023-10-01,2023-12-25,38,49,Tervishoiuteenuste korraldamise seadus
153395,115122023011,115122023012,472,tyviseadus,2023-12-25,2024-01-01,39,49,Tervishoiuteenuste korraldamise seadus
153395,115122023012,120032024004,472,tyviseadus,2024-01-01,2024-03-21,40,49,Tervishoiuteenuste korraldamise seadus
153395,120032024004,108102024019,472,tyviseadus,2024-03-21,2024-10-18,41,49,Tervishoiuteenuste korraldamise seadus
153395,108102024019,108102024020,472,tyviseadus,2024-10-18,2024-11-01,42,49,Tervishoiuteenuste korraldamise seadus
153395,108102024020,119112024003,472,tyviseadus,2024-11-01,2024-11-29,43,49,Tervishoiuteenuste korraldamise seadus
153395,119112024003,111122024008,472,tyviseadus,2024-11-29,2025-01-01,44,49,Tervishoiuteenuste korraldamise seadus
153395,111122024008,102012025078,472,tyviseadus,2025-01-01,2025-09-01,45,49,Tervishoiuteenuste korraldamise seadus
153395,102012025078,130122025026,472,tyviseadus,2025-09-01,2026-01-01,46,49,Tervishoiuteenuste korraldamise seadus
153395,130122025026,117032026003,472,tyviseadus,2026-01-01,2026-10-01,47,49,Tervishoiuteenuste korraldamise seadus
153395,117032026003,117032026004,472,tyviseadus,2026-10-01,2027-01-01,48,49,Tervishoiuteenuste korraldamise seadus
153432,108102013002,113032019081,102,tyviseadus,2013-10-18,2019-03-15,1,3,Keskkonnajärelevalve seadus
153432,113032019081,110072020098,102,tyviseadus,2019-03-15,2021-01-01,2,3,Keskkonnajärelevalve seadus
153569,175519,121122010033,271,tyviseadus,2002-07-01,2010-12-31,1,31,Võlaõigusseadus
153569,121122010033,121122010034,271,tyviseadus,2010-12-31,2011-01-01,2,31,Võlaõigusseadus
153569,121122010034,104022011003,271,tyviseadus,2011-01-01,2011-02-23,3,31,Võlaõigusseadus
153569,104022011003,104022011004,271,tyviseadus,2011-02-23,2011-04-05,4,31,Võlaõigusseadus
153569,104022011004,129062011015,271,tyviseadus,2011-04-05,2011-06-30,5,31,Võlaõigusseadus
153569,129062011015,129062011016,271,tyviseadus,2011-06-30,2011-07-01,6,31,Võlaõigusseadus
153569,129062011016,105042013003,271,tyviseadus,2011-07-01,2013-04-15,7,31,Võlaõigusseadus
153569,105042013003,105042013004,271,tyviseadus,2013-04-15,2013-05-01,8,31,Võlaõigusseadus
153569,105042013004,111062013009,271,tyviseadus,2013-05-01,2013-07-01,9,31,Võlaõigusseadus
153569,111062013009,129112013004,271,tyviseadus,2013-07-01,2013-12-09,10,31,Võlaõigusseadus
153569,129112013004,131122013010,271,tyviseadus,2013-12-09,2014-06-13,11,31,Võlaõigusseadus
153569,131122013010,111042014013,271,tyviseadus,2014-06-13,2014-10-01,12,31,Võlaõigusseadus
153569,111042014013,107072015013,271,tyviseadus,2014-10-01,2016-01-01,13,31,Võlaõigusseadus
153569,107072015013,111032016002,271,tyviseadus,2016-01-01,2016-03-21,14,31,Võlaõigusseadus
153569,111032016002,131122017007,271,tyviseadus,2016-03-21,2018-01-03,15,31,Võlaõigusseadus
153569,131122017007,131122017008,271,tyviseadus,2018-01-03,2018-01-13,16,31,Võlaõigusseadus
153569,131122017008,131122017009,271,tyviseadus,2018-01-13,2018-07-01,17,31,Võlaõigusseadus
153569,131122017009,122032018004,271,tyviseadus,2018-07-01,2018-10-01,18,31,Võlaõigusseadus
153569,122032018004,120022019008,271,tyviseadus,2018-10-01,2019-03-02,19,31,Võlaõigusseadus
153569,120022019008,108012020010,271,tyviseadus,2019-03-02,2020-01-17,20,31,Võlaõigusseadus
153569,108012020010,121092021005,271,tyviseadus,2020-01-17,2021-11-01,21,31,Võlaõigusseadus
153569,121092021005,115032022014,271,tyviseadus,2021-11-01,2022-03-25,22,31,Võlaõigusseadus
153569,115032022014,115032022015,271,tyviseadus,2022-03-25,2022-05-28,23,31,Võlaõigusseadus
153569,115032022015,102122022007,271,tyviseadus,2022-05-28,2022-12-12,24,31,Võlaõigusseadus
153569,102122022007,101032023054,271,tyviseadus,2022-12-12,2023-03-11,25,31,Võlaõigusseadus
153569,101032023054,117032023080,271,tyviseadus,2023-03-11,2023-03-27,26,31,Võlaõigusseadus
153569,117032023080,106072023116,271,tyviseadus,2023-03-27,2024-01-01,27,31,Võlaõigusseadus
153569,106072023116,104072024017,271,tyviseadus,2024-01-01,2024-07-14,28,31,Võlaõigusseadus
153569,104072024017,104072024018,271,tyviseadus,2024-07-14,2024-11-01,29,31,Võlaõigusseadus
