grupi_id,base_id,oracle_id,n_amendments,schema,base_effective,oracle_effective,pair_index,redaction_count,title
158271,115032013035,108072014021,240,tyviseadus,2013-03-20,2014-08-01,2,4,Maapõueseadus
158271,108072014021,107072015023,240,tyviseadus,2014-08-01,2015-07-17,3,4,Maapõueseadus
158292,123032011010,123032011011,476,tyviseadus,2011-03-24,2011-05-25,1,25,Elektroonilise side seadus
158292,123032011011,107112012002,476,tyviseadus,2011-05-25,2012-11-08,2,25,Elektroonilise side seadus
158292,107112012002,107112012003,476,tyviseadus,2012-11-08,2013-01-01,3,25,Elektroonilise side seadus
158292,107112012003,105072013003,476,tyviseadus,2013-01-01,2013-07-15,4,25,Elektroonilise side seadus
158292,105072013003,121052014025,476,tyviseadus,2013-07-15,2014-05-31,5,25,Elektroonilise side seadus
158292,121052014025,123122015003,476,tyviseadus,2014-05-31,2015-12-24,6,25,Elektroonilise side seadus
158292,123122015003,123122015004,476,tyviseadus,2015-12-24,2016-01-01,7,25,Elektroonilise side seadus
158292,123122015004,117052016002,476,tyviseadus,2016-01-01,2016-06-13,8,25,Elektroonilise side seadus
158292,117052016002,123032017005,476,tyviseadus,2016-06-13,2017-04-01,9,25,Elektroonilise side seadus
158292,123032017005,123032017006,476,tyviseadus,2017-04-01,2017-07-01,10,25,Elektroonilise side seadus
158292,123032017006,122052018003,476,tyviseadus,2017-07-01,2018-05-23,11,25,Elektroonilise side seadus
158292,122052018003,108012020004,476,tyviseadus,2018-05-23,2020-01-17,12,25,Elektroonilise side seadus
158292,108012020004,120052020034,476,tyviseadus,2020-01-17,2020-05-30,13,25,Elektroonilise side seadus
158292,120052020034,122102021015,476,tyviseadus,2020-05-30,2021-11-01,14,25,Elektroonilise side seadus
158292,122102021015,115122021002,476,tyviseadus,2021-11-01,2022-02-01,15,25,Elektroonilise side seadus
158292,115122021002,115122021003,476,tyviseadus,2022-02-01,2022-03-01,16,25,Elektroonilise side seadus
158292,115122021003,127022022003,476,tyviseadus,2022-03-01,2022-03-09,17,25,Elektroonilise side seadus
158292,127022022003,120122022010,476,tyviseadus,2022-03-09,2023-01-19,18,25,Elektroonilise side seadus
158292,120122022010,117042024003,476,tyviseadus,2023-01-19,2024-05-01,19,25,Elektroonilise side seadus
158292,117042024003,117042024004,476,tyviseadus,2024-05-01,2024-07-01,20,25,Elektroonilise side seadus
158292,117042024004,130122024009,476,tyviseadus,2024-07-01,2025-01-01,21,25,Elektroonilise side seadus
158292,130122024009,130122024010,476,tyviseadus,2025-01-01,2025-06-28,22,25,Elektroonilise side seadus
158292,130122024010,102102025015,476,tyviseadus,2025-06-28,2025-10-12,23,25,Elektroonilise side seadus
158292,102102025015,130122025018,476,tyviseadus,2025-10-12,2026-01-01,24,25,Elektroonilise side seadus
158325,124032011009,129062011008,245,tyviseadus,2011-04-03,2011-06-30,1,8,Kindlustustegevuse seadus
158325,129062011008,129062011009,245,tyviseadus,2011-06-30,2011-08-01,2,8,Kindlustustegevuse seadus
158325,129062011009,102112011006,245,tyviseadus,2011-08-01,2011-11-12,3,8,Kindlustustegevuse seadus
158325,102112011006,129032012021,245,tyviseadus,2011-11-12,2012-03-30,4,8,Kindlustustegevuse seadus
158325,129032012021,129032012022,245,tyviseadus,2012-03-30,2013-01-01,5,8,Kindlustustegevuse seadus
158325,129032012022,126042013006,245,tyviseadus,2013-01-01,2013-05-06,6,8,Kindlustustegevuse seadus
158325,126042013006,111042014003,245,tyviseadus,2013-05-06,2014-10-01,7,8,Kindlustustegevuse seadus
158344,106032015032,118122025015,146,tyviseadus,2015-03-16,2025-12-29,1,3,Nimeseadus
158344,118122025015,110022026015,146,tyviseadus,2025-12-29,2026-07-01,2,3,Nimeseadus
158346,108112010006,108112010007,374,tyviseadus,2010-11-18,2011-01-01,1,35,Ravimiseadus
158346,108112010007,102022011004,374,tyviseadus,2011-01-01,2011-03-01,2,35,Ravimiseadus
158346,102022011004,105072012018,374,tyviseadus,2011-03-01,2012-07-21,3,35,Ravimiseadus
158346,105072012018,105122012005,374,tyviseadus,2012-07-21,2013-01-06,4,35,Ravimiseadus
158346,105122012005,105122012006,374,tyviseadus,2013-01-06,2013-04-01,5,35,Ravimiseadus
158346,105122012006,117042013004,374,tyviseadus,2013-04-01,2013-04-27,6,35,Ravimiseadus
158346,117042013004,117042013005,374,tyviseadus,2013-04-27,2013-07-01,7,35,Ravimiseadus
158346,117042013005,117042013006,374,tyviseadus,2013-07-01,2013-07-02,8,35,Ravimiseadus
158346,117042013006,106062014015,374,tyviseadus,2013-07-02,2014-06-09,9,35,Ravimiseadus
158346,106062014015,123122014031,374,tyviseadus,2014-06-09,2014-12-22,10,35,Ravimiseadus
158346,123122014031,123122014032,374,tyviseadus,2014-12-22,2015-01-01,11,35,Ravimiseadus
158346,123122014032,110032015023,374,tyviseadus,2015-01-01,2015-03-20,12,35,Ravimiseadus
158346,110032015023,101092015027,374,tyviseadus,2015-03-20,2015-09-01,13,35,Ravimiseadus
158346,101092015027,103122015005,374,tyviseadus,2015-09-01,2016-01-01,14,35,Ravimiseadus
158346,103122015005,104052016004,374,tyviseadus,2016-01-01,2016-05-14,15,35,Ravimiseadus
158346,104052016004,110112017004,374,tyviseadus,2016-05-14,2017-11-20,16,35,Ravimiseadus
158346,110112017004,110112018007,374,tyviseadus,2017-11-20,2018-11-11,17,35,Ravimiseadus
158346,110112018007,121122019012,374,tyviseadus,2018-11-11,2020-01-01,18,35,Ravimiseadus
158346,121122019012,103012022011,374,tyviseadus,2020-01-01,2022-01-13,19,35,Ravimiseadus
158346,103012022011,103012022012,374,tyviseadus,2022-01-13,2022-01-28,20,35,Ravimiseadus
158346,103012022012,103012022013,374,tyviseadus,2022-01-28,2022-02-01,21,35,Ravimiseadus
158346,103012022013,103012022014,374,tyviseadus,2022-02-01,2022-04-01,22,35,Ravimiseadus
158346,103012022014,129042022009,374,tyviseadus,2022-04-01,2022-05-01,23,35,Ravimiseadus
158346,129042022009,112012024004,374,tyviseadus,2022-05-01,2023-07-01,24,35,Ravimiseadus
158346,112012024004,115122023007,374,tyviseadus,2023-07-01,2023-12-25,25,35,Ravimiseadus
158346,115122023007,115122023008,374,tyviseadus,2023-12-25,2024-01-01,26,35,Ravimiseadus
158346,115122023008,115122023009,374,tyviseadus,2024-01-01,2024-06-01,27,35,Ravimiseadus
158346,115122023009,108102024017,374,tyviseadus,2024-06-01,2024-10-18,28,35,Ravimiseadus
158346,108102024017,119112024002,374,tyviseadus,2024-10-18,2024-11-29,29,35,Ravimiseadus
158346,119112024002,130042025002,374,tyviseadus,2024-11-29,2025-05-10,30,35,Ravimiseadus
158346,130042025002,130042025003,374,tyviseadus,2025-05-10,2025-09-01,31,35,Ravimiseadus
158346,130042025003,117032026009,374,tyviseadus,2025-09-01,2026-04-01,32,35,Ravimiseadus
158346,117032026009,118032026020,374,tyviseadus,2026-04-01,2026-05-01,33,35,Ravimiseadus
158346,118032026020,118032026021,374,tyviseadus,2026-05-01,2027-01-01,34,35,Ravimiseadus
158449,104072011004,128042017007,228,tyviseadus,2011-07-14,2017-05-08,1,4,Töötajate üleühenduselise kaasamise seadus
158449,128042017007,128042017008,228,tyviseadus,2017-05-08,2017-10-10,2,4,Töötajate üleühenduselise kaasamise seadus
158449,128042017008,123122022030,228,tyviseadus,2017-10-10,2023-02-01,3,4,Töötajate üleühenduselise kaasamise seadus
158536,131102013006,115052020008,210,tyviseadus,2013-11-01,2020-05-25,1,4,Vedelkütusevaru seadus
158536,115052020008,118062021013,210,tyviseadus,2020-05-25,2021-06-28,2,4,Vedelkütusevaru seadus
158536,118062021013,130062023099,210,tyviseadus,2021-06-28,2023-07-01,3,4,Vedelkütusevaru seadus
158537,115032014088,103012022020,76,tyviseadus,2014-07-01,2022-01-13,1,5,Vereseadus
158537,103012022020,111032023100,76,tyviseadus,2022-01-13,2023-04-01,2,5,Vereseadus
158537,111032023100,118122024007,76,tyviseadus,2023-04-01,2025-01-01,3,5,Vereseadus
158537,118122024007,117032026013,76,tyviseadus,2025-01-01,2026-04-01,4,5,Vereseadus
158568,116112010010,116112010013,414,tyviseadus,2010-11-26,2011-01-01,1,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,116112010013,121122011015,414,tyviseadus,2011-01-01,2011-12-31,2,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,121122011015,104052017005,414,tyviseadus,2011-12-31,2017-05-05,3,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,104052017005,122102021018,414,tyviseadus,2017-05-05,2021-11-01,4,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,122102021018,103012022010,414,tyviseadus,2021-11-01,2022-01-13,5,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,103012022010,128092023009,414,tyviseadus,2022-01-13,2023-07-01,6,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,128092023009,128092023010,414,tyviseadus,2023-07-01,2023-07-16,7,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,128092023010,111062024007,414,tyviseadus,2023-07-16,2024-06-21,8,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,111062024007,110102024009,414,tyviseadus,2024-06-21,2024-10-20,9,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158568,110102024009,108072025058,414,tyviseadus,2024-10-20,2025-09-01,10,11,Keskkonnamõju hindamise ja keskkonnajuhtimissüsteemi seadus
158618,109032011008,104062014004,46,tyviseadus,2011-03-19,2014-06-14,1,5,Eesti lipu seadus
158618,104062014004,122062018012,46,tyviseadus,2014-06-14,2018-07-02,2,5,Eesti lipu seadus
158618,122062018012,124112020005,46,tyviseadus,2018-07-02,2020-12-04,3,5,Eesti lipu seadus
158618,124112020005,120122022006,46,tyviseadus,2020-12-04,2022-12-30,4,5,Eesti lipu seadus
158646,127062012008,106122012020,240,tyviseadus,2012-07-01,2013-01-01,1,8,Spordiseadus
158646,106122012020,118112014007,240,tyviseadus,2013-01-01,2014-11-19,2,8,Spordiseadus
158646,118112014007,118112014008,240,tyviseadus,2014-11-19,2015-01-01,3,8,Spordiseadus
158646,118112014008,108072016032,240,tyviseadus,2015-01-01,2017-01-01,4,8,Spordiseadus
158646,108072016032,128122017075,240,tyviseadus,2017-01-01,2018-01-01,5,8,Spordiseadus
158646,128122017075,110072025004,240,tyviseadus,2018-01-01,2025-07-20,6,8,Spordiseadus
158646,110072025004,110072025005,240,tyviseadus,2025-07-20,2026-01-01,7,8,Spordiseadus
158675,128122010021,129062012061,154,tyviseadus,2011-01-01,2013-01-01,1,9,Surma põhjuse tuvastamise seadus
158675,129062012061,111062013015,154,tyviseadus,2013-01-01,2014-01-01,2,9,Surma põhjuse tuvastamise seadus
158675,111062013015,121042021015,154,tyviseadus,2014-01-01,2021-05-01,3,9,Surma põhjuse tuvastamise seadus
158675,121042021015,111032023089,154,tyviseadus,2021-05-01,2023-04-01,4,9,Surma põhjuse tuvastamise seadus
158675,111032023089,111032023090,154,tyviseadus,2023-04-01,2023-09-01,5,9,Surma põhjuse tuvastamise seadus
158675,111032023090,107052025018,154,tyviseadus,2023-09-01,2025-01-01,6,9,Surma põhjuse tuvastamise seadus
158675,107052025018,102012025075,154,tyviseadus,2025-01-01,2025-09-01,7,9,Surma põhjuse tuvastamise seadus
158675,102012025075,117032026011,154,tyviseadus,2025-09-01,2026-04-01,8,9,Surma põhjuse tuvastamise seadus
158691,113062012002,131122012012,365,tyviseadus,2012-06-23,2013-01-01,1,27,Täitemenetluse seadustik
158691,131122012012,131122012013,365,tyviseadus,2013-01-01,2013-01-10,2,27,Täitemenetluse seadustik
158691,131122012013,131122012014,365,tyviseadus,2013-01-10,2013-03-01,3,27,Täitemenetluse seadustik
158691,131122012014,131122012015,365,tyviseadus,2013-03-01,2013-04-01,4,27,Täitemenetluse seadustik
158691,131122012015,123122013067,365,tyviseadus,2013-04-01,2014-01-01,5,27,Täitemenetluse seadustik
158691,123122013067,114012014006,365,tyviseadus,2014-01-01,2014-01-24,6,27,Täitemenetluse seadustik
158691,114012014006,131012014007,365,tyviseadus,2014-01-24,2014-02-01,7,27,Täitemenetluse seadustik
158691,131012014007,111042014011,365,tyviseadus,2014-02-01,2014-10-01,8,27,Täitemenetluse seadustik
158691,111042014011,121062014066,365,tyviseadus,2014-10-01,2015-01-01,9,27,Täitemenetluse seadustik
158691,121062014066,131122014014,365,tyviseadus,2015-01-01,2015-01-10,10,27,Täitemenetluse seadustik
158691,131122014014,105032015005,365,tyviseadus,2015-01-10,2015-03-06,11,27,Täitemenetluse seadustik
158691,105032015005,105032015006,365,tyviseadus,2015-03-06,2015-05-01,12,27,Täitemenetluse seadustik
158691,105032015006,108072016036,365,tyviseadus,2015-05-01,2017-01-01,13,27,Täitemenetluse seadustik
158691,108072016036,123032017011,365,tyviseadus,2017-01-01,2017-04-01,14,27,Täitemenetluse seadustik
158691,123032017011,107072017030,365,tyviseadus,2017-04-01,2018-01-01,15,27,Täitemenetluse seadustik
158691,107072017030,103042018024,365,tyviseadus,2018-01-01,2018-04-15,16,27,Täitemenetluse seadustik
158691,103042018024,122122020048,365,tyviseadus,2018-04-15,2021-01-01,17,27,Täitemenetluse seadustik
158691,122122020048,104012021042,365,tyviseadus,2021-01-01,2021-02-01,18,27,Täitemenetluse seadustik
158691,104012021042,103032021007,365,tyviseadus,2021-02-01,2021-03-04,19,27,Täitemenetluse seadustik
158691,103032021007,122032021003,365,tyviseadus,2021-03-04,2021-04-01,20,27,Täitemenetluse seadustik
158691,122032021003,109042021003,365,tyviseadus,2021-04-01,2021-04-19,21,27,Täitemenetluse seadustik
158691,109042021003,123122022022,365,tyviseadus,2021-04-19,2023-02-01,22,27,Täitemenetluse seadustik
158691,123122022022,122032024009,365,tyviseadus,2023-02-01,2024-04-01,23,27,Täitemenetluse seadustik
158691,122032024009,131122024049,365,tyviseadus,2024-04-01,2025-01-01,24,27,Täitemenetluse seadustik
158691,131122024049,111112025014,365,tyviseadus,2025-01-01,2025-11-21,25,27,Täitemenetluse seadustik
158691,111112025014,111112025015,365,tyviseadus,2025-11-21,2026-01-01,26,27,Täitemenetluse seadustik
158724,118112010005,108032016002,345,tyviseadus,2011-01-01,2016-05-20,1,10,Tubakaseadus
158724,108032016002,109012018003,345,tyviseadus,2016-05-20,2018-01-19,2,10,Tubakaseadus
158724,109012018003,127062018011,345,tyviseadus,2018-01-19,2018-07-01,3,10,Tubakaseadus
158724,127062018011,112122018069,345,tyviseadus,2018-07-01,2019-05-20,4,10,Tubakaseadus
158724,112122018069,112122018070,345,tyviseadus,2019-05-20,2019-07-01,5,10,Tubakaseadus
158724,112122018070,119052020012,345,tyviseadus,2019-07-01,2020-05-20,6,10,Tubakaseadus
158724,119052020012,119052020013,345,tyviseadus,2020-05-20,2020-05-29,7,10,Tubakaseadus
158724,119052020013,109012025030,345,tyviseadus,2020-05-29,2025-09-01,8,10,Tubakaseadus
158724,109012025030,107052025015,345,tyviseadus,2025-09-01,2026-01-31,9,10,Tubakaseadus
158839,129062012055,131122012019,156,tyviseadus,2012-07-01,2013-01-10,1,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,131122012019,131012014024,156,tyviseadus,2013-01-10,2014-04-01,2,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,131012014024,121062014063,156,tyviseadus,2014-04-01,2014-07-01,3,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,121062014063,131122014019,156,tyviseadus,2014-07-01,2015-01-10,4,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,131122014019,112032015103,156,tyviseadus,2015-01-10,2015-07-01,5,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,112032015103,112032015104,156,tyviseadus,2015-07-01,2015-10-01,6,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,112032015104,126052017010,156,tyviseadus,2015-10-01,2017-06-05,7,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,126052017010,126062017063,156,tyviseadus,2017-06-05,2017-07-06,8,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,126062017063,107122018029,156,tyviseadus,2017-07-06,2018-12-17,9,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,107122018029,106052020039,156,tyviseadus,2018-12-17,2020-05-07,10,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,106052020039,128122020011,156,tyviseadus,2020-05-07,2021-01-02,11,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,128122020011,122032021006,156,tyviseadus,2021-01-02,2021-04-01,12,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,122032021006,108122021021,156,tyviseadus,2021-04-01,2022-01-01,13,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,108122021021,118022022003,156,tyviseadus,2022-01-01,2022-02-19,14,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,118022022003,107062022013,156,tyviseadus,2022-02-19,2022-06-08,15,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,107062022013,107062022014,156,tyviseadus,2022-06-08,2022-09-01,16,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,107062022014,110112022026,156,tyviseadus,2022-09-01,2022-11-20,17,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,110112022026,131122024046,156,tyviseadus,2022-11-20,2025-01-01,18,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,131122024046,131122024047,156,tyviseadus,2025-01-01,2025-03-05,19,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,131122024047,103062025016,156,tyviseadus,2025-03-05,2026-01-01,20,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
158839,103062025016,107012026010,156,tyviseadus,2026-01-01,2026-02-23,21,22,Tsiviilkohtumenetluse seadustiku ja täitemenetluse seadustiku rakendamise seadus
159033,103032011017,121122011023,438,tyviseadus,2011-05-01,2012-01-01,1,34,Tööturuteenuste ja -toetuste seadus
159033,121122011023,110022012008,438,tyviseadus,2012-01-01,2012-02-20,2,34,Tööturuteenuste ja -toetuste seadus
159033,110022012008,102072012030,438,tyviseadus,2012-02-20,2012-08-01,3,34,Tööturuteenuste ja -toetuste seadus
159033,102072012030,125102012036,438,tyviseadus,2012-08-01,2012-12-01,4,34,Tööturuteenuste ja -toetuste seadus
159033,125102012036,122122012022,438,tyviseadus,2012-12-01,2013-01-01,5,34,Tööturuteenuste ja -toetuste seadus
159033,122122012022,126032013008,438,tyviseadus,2013-01-01,2013-04-01,6,34,Tööturuteenuste ja -toetuste seadus
159033,126032013008,126032013009,438,tyviseadus,2013-04-01,2013-07-01,7,34,Tööturuteenuste ja -toetuste seadus
159033,126032013009,106072013006,438,tyviseadus,2013-07-01,2013-07-16,8,34,Tööturuteenuste ja -toetuste seadus
159033,106072013006,122122013070,438,tyviseadus,2013-07-16,2014-01-01,9,34,Tööturuteenuste ja -toetuste seadus
159033,122122013070,124042014002,438,tyviseadus,2014-01-01,2014-04-22,10,34,Tööturuteenuste ja -toetuste seadus
159033,124042014002,124042014003,438,tyviseadus,2014-04-22,2014-05-01,11,34,Tööturuteenuste ja -toetuste seadus
159033,124042014003,104062014007,438,tyviseadus,2014-05-01,2014-06-05,12,34,Tööturuteenuste ja -toetuste seadus
159033,104062014007,104062014008,438,tyviseadus,2014-06-05,2014-07-01,13,34,Tööturuteenuste ja -toetuste seadus
159033,104062014008,123032015274,438,tyviseadus,2014-07-01,2015-07-01,14,34,Tööturuteenuste ja -toetuste seadus
159033,123032015274,106042016017,438,tyviseadus,2015-07-01,2016-05-01,15,34,Tööturuteenuste ja -toetuste seadus
159033,106042016017,106042016018,438,tyviseadus,2016-05-01,2016-07-01,16,34,Tööturuteenuste ja -toetuste seadus
159033,106042016018,107122016013,438,tyviseadus,2016-07-01,2016-12-17,17,34,Tööturuteenuste ja -toetuste seadus
159033,107122016013,124122016010,438,tyviseadus,2016-12-17,2016-12-31,18,34,Tööturuteenuste ja -toetuste seadus
159033,124122016010,124122016011,438,tyviseadus,2016-12-31,2017-01-01,19,34,Tööturuteenuste ja -toetuste seadus
159033,124122016011,103012017023,438,tyviseadus,2017-01-01,2017-01-17,20,34,Tööturuteenuste ja -toetuste seadus
159033,103012017023,103012017024,438,tyviseadus,2017-01-17,2017-07-01,21,34,Tööturuteenuste ja -toetuste seadus
159033,103012017024,129062017010,438,tyviseadus,2017-07-01,2017-07-09,22,34,Tööturuteenuste ja -toetuste seadus
159033,129062017010,110012019016,438,tyviseadus,2017-07-09,2019-01-20,23,34,Tööturuteenuste ja -toetuste seadus
159033,110012019016,109042020016,438,tyviseadus,2019-01-20,2020-04-19,24,34,Tööturuteenuste ja -toetuste seadus
159033,109042020016,106052020040,438,tyviseadus,2020-04-19,2020-05-07,25,34,Tööturuteenuste ja -toetuste seadus
159033,106052020040,115052020005,438,tyviseadus,2020-05-07,2020-05-25,26,34,Tööturuteenuste ja -toetuste seadus
159033,115052020005,108072020011,438,tyviseadus,2020-05-25,2020-09-01,27,34,Tööturuteenuste ja -toetuste seadus
159033,108072020011,108072020012,438,tyviseadus,2020-09-01,2021-01-01,28,34,Tööturuteenuste ja -toetuste seadus
159033,108072020012,102062021022,438,tyviseadus,2021-01-01,2021-06-12,29,34,Tööturuteenuste ja -toetuste seadus
159033,102062021022,112112021006,438,tyviseadus,2021-06-12,2021-11-22,30,34,Tööturuteenuste ja -toetuste seadus
159033,112112021006,112112021007,438,tyviseadus,2021-11-22,2022-01-01,31,34,Tööturuteenuste ja -toetuste seadus
159033,112112021007,118022022005,438,tyviseadus,2022-01-01,2022-02-19,32,34,Tööturuteenuste ja -toetuste seadus
159033,118022022005,102122022013,438,tyviseadus,2022-02-19,2023-05-01,33,34,Tööturuteenuste ja -toetuste seadus
159154,117122010039,117122010040,454,tyviseadus,2010-12-27,2011-01-01,1,18,Keskkonnatasude seadus
159154,117122010040,114032011038,454,tyviseadus,2011-01-01,2011-04-01,2,18,Keskkonnatasude seadus
159154,114032011038,114032011039,454,tyviseadus,2011-04-01,2011-07-01,3,18,Keskkonnatasude seadus
159154,114032011039,114032011040,454,tyviseadus,2011-07-01,2012-01-01,4,18,Keskkonnatasude seadus
159154,114032011040,125052012012,454,tyviseadus,2012-01-01,2012-06-04,5,18,Keskkonnatasude seadus
159154,125052012012,130122014020,454,tyviseadus,2012-06-04,2014-12-31,6,18,Keskkonnatasude seadus
159154,130122014020,130122014021,454,tyviseadus,2014-12-31,2015-01-01,7,18,Keskkonnatasude seadus
159154,130122014021,107072015024,454,tyviseadus,2015-01-01,2015-07-17,8,18,Keskkonnatasude seadus
159154,107072015024,125052017004,454,tyviseadus,2015-07-17,2017-06-04,9,18,Keskkonnatasude seadus
159154,125052017004,125052017005,454,tyviseadus,2017-06-04,2017-07-01,10,18,Keskkonnatasude seadus
159154,125052017005,119062020041,454,tyviseadus,2017-07-01,2020-07-01,11,18,Keskkonnatasude seadus
159154,119062020041,109082022027,454,tyviseadus,2020-07-01,2022-08-19,12,18,Keskkonnatasude seadus
159154,109082022027,105012024002,454,tyviseadus,2022-08-19,2024-01-15,13,18,Keskkonnatasude seadus
159154,105012024002,111062024008,454,tyviseadus,2024-01-15,2024-06-21,14,18,Keskkonnatasude seadus
159154,111062024008,111062024009,454,tyviseadus,2024-06-21,2024-07-01,15,18,Keskkonnatasude seadus
159154,111062024009,108072025061,454,tyviseadus,2024-07-01,2025-09-01,16,18,Keskkonnatasude seadus
159154,108072025061,107012026021,454,tyviseadus,2025-09-01,2026-07-01,17,18,Keskkonnatasude seadus
159169,115032013033,127122013031,208,tyviseadus,2013-03-20,2014-01-01,1,4,Eesti Vabariigi omandireformi aluste seadus
159169,127122013031,127062017008,208,tyviseadus,2014-01-01,2017-07-07,2,4,Eesti Vabariigi omandireformi aluste seadus
159169,127062017008,118122025007,208,tyviseadus,2017-07-07,2026-01-01,3,4,Eesti Vabariigi omandireformi aluste seadus
159171,115032013032,114012014003,360,tyviseadus,2013-03-20,2014-01-24,1,8,Maareformi seadus
159171,114012014003,130062015050,360,tyviseadus,2014-01-24,2015-09-01,2,8,Maareformi seadus
159171,130062015050,119052020009,360,tyviseadus,2015-09-01,2020-05-29,3,8,Maareformi seadus
159171,119052020009,108122021015,360,tyviseadus,2020-05-29,2022-01-01,4,8,Maareformi seadus
159171,108122021015,123022023004,360,tyviseadus,2022-01-01,2023-04-01,5,8,Maareformi seadus
159171,123022023004,104122024020,360,tyviseadus,2023-04-01,2025-01-01,6,8,Maareformi seadus
159171,104122024020,118122025009,360,tyviseadus,2025-01-01,2026-01-01,7,8,Maareformi seadus
159179,121032014040,123032015098,94,tyviseadus,2005-01-01,2015-07-01,1,3,Elamuseadus
159179,123032015098,110022026005,94,tyviseadus,2015-07-01,2026-07-01,2,3,Elamuseadus
159182,111072013020,106072018023,158,tyviseadus,2013-09-01,2020-01-01,1,5,Väljateenitud aastate pensionide seadus
159182,106072018023,119122020011,158,tyviseadus,2020-01-01,2021-01-01,2,5,Väljateenitud aastate pensionide seadus
159182,119122020011,122022023015,158,tyviseadus,2021-01-01,2024-01-01,3,5,Väljateenitud aastate pensionide seadus
159182,122022023015,122022023016,158,tyviseadus,2024-01-01,2027-01-01,4,5,Väljateenitud aastate pensionide seadus
159194,810714,106012011034,358,tyviseadus,2004-10-29,2011-01-16,1,11,Autoriõiguse seadus
159194,106012011034,114062013005,358,tyviseadus,2011-01-16,2013-11-01,2,11,Autoriõiguse seadus
159194,114062013005,129102014003,358,tyviseadus,2013-11-01,2014-10-30,3,11,Autoriõiguse seadus
159194,129102014003,129102014004,358,tyviseadus,2014-10-30,2015-01-01,4,11,Autoriõiguse seadus
159194,129102014004,101042016004,358,tyviseadus,2015-01-01,2016-04-10,5,11,Autoriõiguse seadus
159194,101042016004,107072016002,358,tyviseadus,2016-04-10,2017-01-01,6,11,Autoriõiguse seadus
159194,107072016002,127112018003,358,tyviseadus,2017-01-01,2018-11-28,7,11,Autoriõiguse seadus
159194,127112018003,128122021003,358,tyviseadus,2018-11-28,2022-01-07,8,11,Autoriõiguse seadus
159194,128122021003,129062022016,358,tyviseadus,2022-01-07,2023-01-01,9,11,Autoriõiguse seadus
159194,129062022016,114032025022,358,tyviseadus,2023-01-01,2025-01-01,10,11,Autoriõiguse seadus
159199,128042017005,112062018007,70,tyviseadus,2017-05-08,2018-06-22,1,4,Kollektiivlepingu seadus
159199,112062018007,112112021012,70,tyviseadus,2018-06-22,2021-11-22,2,4,Kollektiivlepingu seadus
159199,112112021012,103022026014,70,tyviseadus,2021-11-22,2026-02-13,3,4,Kollektiivlepingu seadus
159200,120032013021,110032015032,110,tyviseadus,2013-04-01,2015-07-05,1,4,Kollektiivse töötüli lahendamise seadus
159200,110032015032,116102015002,110,tyviseadus,2015-07-05,2015-10-26,2,4,Kollektiivse töötüli lahendamise seadus
159200,116102015002,126062018021,110,tyviseadus,2015-10-26,2018-07-06,3,4,Kollektiivse töötüli lahendamise seadus
