amendments,statute_id,bucket,reason,detail,last_status
1,1925/34,suspect,oracle_suspect,1976/954 eff 1977-01-01 > cutoff 1976-12-10,
1,1963/598,suspect,oracle_suspect,1993/773 eff 1993-10-01 > cutoff 1993-08-20,
1,1964/387,core,,,OK
1,1967/552,suspect,oracle_suspect,2011/479 eff 2011-05-17 > cutoff 2011-05-13,
1,1968/796,suspect,oracle_suspect,1977/1074 eff 1978-01-01 > cutoff 1977-12-30,
1,1971/272,suspect,oracle_suspect,1991/233 eff 1991-03-01 > cutoff 1991-02-08,
1,1972/572,core,,,OK
1,1974/51,suspect,oracle_suspect,1991/1424 eff 1992-01-01 > cutoff 1991-12-13,
1,1974/970,core,,,OK
1,1975/701,suspect,oracle_suspect,1985/694 eff 1986-01-01 > cutoff 1985-08-09,
1,1975/782,suspect,oracle_suspect,1989/46 eff 1989-02-01 > cutoff 1989-01-13,
1,1978/445,suspect,oracle_suspect,1990/832 eff 1991-01-01 > cutoff 1990-08-24,
1,1979/498,suspect,oracle_suspect,1995/906 eff 1995-07-01 > cutoff 1995-06-30,
1,1980/1028,suspect,oracle_suspect,1998/761 eff 1999-01-01 > cutoff 1998-10-23,
1,1982/240,suspect,oracle_suspect,1996/171 eff 1996-04-01 > cutoff 1996-03-15,
1,1982/628,suspect,oracle_suspect,1985/1142 eff 1986-01-01 > cutoff 1985-12-31,
1,1983/273,suspect,oracle_suspect,2018/328 eff 2018-07-01 > cutoff 2018-05-04,
1,1983/438,suspect,oracle_suspect,1997/530 eff 1997-06-15 > cutoff 1997-06-06,
1,1983/995,suspect,oracle_suspect,1987/1145 eff 1988-01-01 > cutoff 1987-12-23,
1,1986/762,suspect,oracle_suspect,1990/674 eff 1990-08-15 > cutoff 1990-08-03,
1,1987/1135,suspect,oracle_suspect,1996/445 eff 1996-09-01 > cutoff 1996-06-14,
1,1987/1190,core,,,OK
1,1987/1259,suspect,oracle_suspect,1988/1009 eff 1989-09-01 > cutoff 1988-12-02,
1,1987/177,suspect,oracle_suspect,1990/226 eff 1990-03-09 > cutoff 1990-03-02,
1,1987/182,suspect,oracle_suspect,1995/1756 eff 1996-01-01 > cutoff 1995-12-21,
1,1987/355,suspect,oracle_suspect,1994/17 eff 1994-07-01 > cutoff 1994-01-05,
1,1987/697,suspect,oracle_suspect,1998/589 eff 1999-01-01 > cutoff 1998-07-24,
1,1987/833,suspect,oracle_suspect,1989/75 eff 1989-02-01 > cutoff 1989-01-20,
1,1988/1145,suspect,oracle_suspect,2001/1079 eff 2002-01-01 > cutoff 2001-11-23,
1,1988/1280,suspect,oracle_suspect,1992/697 eff 1993-01-01 > cutoff 1992-08-03,
1,1988/155,suspect,oracle_suspect,1992/1401 eff 1993-01-01 > cutoff 1992-12-18,
1,1988/218,suspect,oracle_suspect,1990/216 eff 1990-03-01 > cutoff 1990-02-22,
1,1988/256,suspect,oracle_suspect,1993/174 eff 1993-02-17 > cutoff 1993-02-12,
1,1988/450,suspect,oracle_suspect,2001/1253 eff 2002-01-01 > cutoff 2001-12-12,
1,1988/496,suspect,oracle_suspect,2007/1194 eff 2008-01-01 > cutoff 2007-11-29,
1,1988/527,suspect,oracle_suspect,2000/1218 eff 2001-01-01 > cutoff 2000-12-21,
1,1988/630,suspect,oracle_suspect,2000/677 eff 2001-01-01 > cutoff 2000-07-14,
1,1988/717,suspect,oracle_suspect,1990/826 eff 1991-01-01 > cutoff 1990-08-24,
1,1988/783,suspect,oracle_suspect,1993/1153 eff 1994-01-01 > cutoff 1993-12-10,
1,1988/852,suspect,oracle_suspect,2012/532 eff 2012-10-15 > cutoff 2012-09-27,
1,1988/893,suspect,oracle_suspect,2001/1233 eff 2002-01-01 > cutoff 2001-12-12,
1,1989/382,suspect,oracle_suspect,1999/623 eff 1999-12-01 > cutoff 1999-05-21,
1,1989/383,suspect,oracle_suspect,1997/506 eff 1997-06-04 > cutoff 1997-05-30,
1,1989/573,core,,,OK
1,1989/626,suspect,oracle_suspect,2001/495 eff 2001-07-01 > cutoff 2001-06-13,
1,1990/1013,suspect,oracle_suspect,1991/1169 eff 1991-09-01 > cutoff 1991-08-22,
1,1990/1207,suspect,oracle_suspect,1992/1639 eff 1993-01-01 > cutoff 1992-12-23,
1,1990/201,core,,,OK
1,1990/27,suspect,oracle_suspect,2002/904 eff 2003-01-01 > cutoff 2002-11-08,
1,1990/318,suspect,oracle_suspect,1994/261 eff 1994-05-01 > cutoff 1994-04-07,
1,1990/611,suspect,oracle_suspect,1995/834 eff 1995-07-01 > cutoff 1995-06-02,
1,1990/883,suspect,oracle_suspect,2021/13 eff 2021-01-20 > cutoff 2021-01-14,
1,1990/891,suspect,oracle_suspect,1993/1599 eff 1994-01-01 > cutoff 1993-12-30,
1,1990/988,suspect,oracle_suspect,1994/1534 eff 1995-01-01 > cutoff 1994-12-29,
1,1991/1073,suspect,oracle_suspect,1996/1073 eff 1997-01-01 > cutoff 1996-12-20,
1,1991/1201,suspect,oracle_suspect,1995/1728 eff 1996-01-01 > cutoff 1995-12-22,
1,1991/138,suspect,oracle_suspect,2007/1193 eff 2008-01-01 > cutoff 2007-11-29,
1,1991/1437,suspect,oracle_suspect,2001/548 eff 2002-01-01 > cutoff 2001-06-13,
1,1991/1465,suspect,oracle_suspect,1996/684 eff 1996-10-01 > cutoff 1996-09-13,
1,1991/1474,suspect,oracle_suspect,2002/294 eff 2002-05-01 > cutoff 2002-04-04,
1,1991/235,suspect,oracle_suspect,1993/1197 eff 1994-01-01 > cutoff 1993-12-17,
1,1991/38,suspect,oracle_suspect,1999/767 eff 1999-07-01 > cutoff 1999-06-24,
1,1991/476,core,,,OK
1,1991/537,suspect,oracle_suspect,2023/528 eff 2023-06-01 > cutoff 2023-03-23,
1,1991/572,suspect,oracle_suspect,1991/1309 eff 1992-01-01 > cutoff 1991-10-31,
1,1991/573,suspect,oracle_suspect,1991/1381 eff 1992-08-01 > cutoff 1991-11-27,
1,1991/574,suspect,oracle_suspect,1992/1692 eff 1993-01-01 > cutoff 1992-12-18,
1,1991/582,suspect,oracle_suspect,1991/879 eff 1991-07-01 > cutoff 1991-05-31,
1,1991/674,suspect,oracle_suspect,2007/1192 eff 2008-01-01 > cutoff 2007-11-29,
1,1991/769,suspect,oracle_suspect,2003/146 eff 2003-03-01 > cutoff 2003-02-20,
1,1991/899,suspect,oracle_suspect,2015/882 eff 2016-01-01 > cutoff 2015-08-07,
1,1991/931,suspect,oracle_suspect,1999/1155 eff 2000-07-01 > cutoff 1999-12-08,
1,1992/1201,suspect,oracle_suspect,2005/709 eff 2005-10-01 > cutoff 2005-09-02,
1,1992/1672,suspect,oracle_suspect,1999/1154 eff 2000-07-01 > cutoff 1999-12-08,
1,1992/449,suspect,oracle_suspect,2007/1197 eff 2008-01-01 > cutoff 2007-11-29,
1,1992/453,suspect,oracle_suspect,1998/328 eff 1998-05-15 > cutoff 1998-05-07,
1,1992/534,suspect,oracle_suspect,1992/665 eff 1992-07-24 > cutoff 1992-07-20,
1,1992/72,suspect,oracle_suspect,1993/288 eff 1993-04-01 > cutoff 1993-03-26,
1,1992/852,suspect,oracle_suspect,1993/1133 eff 1993-12-15 > cutoff 1993-12-09,
1,1992/860,suspect,oracle_suspect,1997/837 eff 1997-09-01 > cutoff 1997-08-28,
1,1992/920,suspect,oracle_suspect,1993/727 eff 1993-08-01 > cutoff 1993-07-29,
1,1992/994,suspect,oracle_suspect,1995/1463 eff 1996-01-01 > cutoff 1995-12-13,
1,1993/1026,suspect,oracle_suspect,1999/612 eff 1999-10-01 > cutoff 1999-05-21,
1,1993/1169,suspect,oracle_suspect,1994/756 eff 1994-12-01 > cutoff 1994-08-19,
1,1993/1289,core,,,OK
1,1993/1361,suspect,oracle_suspect,1995/916 eff 1995-07-01 > cutoff 1995-06-30,
1,1993/1385,suspect,oracle_suspect,1999/76 eff 1999-02-03 > cutoff 1999-01-29,
1,1993/1388,suspect,oracle_suspect,1999/112 eff 1999-02-10 > cutoff 1999-02-04,
1,1993/1403,suspect,oracle_suspect,1995/814 eff 1995-06-01 > cutoff 1995-05-18,
1,1993/1507,core,,,OK
1,1993/1643,suspect,oracle_suspect,1994/877 eff 1994-10-17 > cutoff 1994-10-07,
1,1993/358,suspect,oracle_suspect,1996/379 eff 1996-06-10 > cutoff 1996-06-07,
1,1993/452,suspect,oracle_suspect,1995/1102 eff 1995-09-06 > cutoff 1995-08-30,
1,1993/594,suspect,oracle_suspect,1998/199 eff 1998-05-01 > cutoff 1998-03-20,
1,1993/874,suspect,oracle_suspect,1994/960 eff 1994-12-01 > cutoff 1994-11-04,
1,1993/907,suspect,oracle_suspect,1995/731 eff 1995-09-01 > cutoff 1995-04-21,
1,1993/91,core,,,OK
1,1993/988,suspect,oracle_suspect,1995/1676 eff 1996-01-01 > cutoff 1995-12-21,
1,1994/1080,suspect,oracle_suspect,2000/1192 eff 2001-01-01 > cutoff 2000-12-21,
1,1994/1146,suspect,oracle_suspect,2002/612 eff 2002-10-01 > cutoff 2002-07-12,
1,1994/1152,suspect,oracle_suspect,1997/829 eff 1997-09-01 > cutoff 1997-08-29,
1,1994/12,suspect,oracle_suspect,2015/747 eff 2016-01-01 > cutoff 2015-06-12,
1,1994/1346,suspect,oracle_suspect,2010/1044 eff 2010-12-09 > cutoff 2010-12-02,
1,1994/1521,suspect,oracle_suspect,1999/1253 eff 2000-03-01 > cutoff 1999-12-23,
1,1994/180,suspect,oracle_suspect,1994/779 eff 1994-08-31 > cutoff 1994-08-25,
1,1994/238,suspect,oracle_suspect,2002/1079 eff 2003-01-01 > cutoff 2002-12-11,
1,1994/290,suspect,oracle_suspect,1995/233 eff 1995-03-01 > cutoff 1995-02-23,
1,1994/305,suspect,oracle_suspect,2003/530 eff 2004-01-01 > cutoff 2003-06-13,
1,1994/365,suspect,oracle_suspect,1998/757 eff 1998-11-01 > cutoff 1998-10-15,
1,1994/45,suspect,oracle_suspect,1995/1008 eff 1995-08-15 > cutoff 1995-08-11,
1,1994/556,suspect,oracle_suspect,2019/1086 eff 2019-12-01 > cutoff 2019-11-21,
1,1994/669,suspect,oracle_suspect,1999/116 eff 1999-03-01 > cutoff 1999-01-29,
1,1994/74,suspect,oracle_suspect,1996/249 eff 1996-04-15 > cutoff 1996-04-10,
1,1995/1,suspect,oracle_suspect,1999/908 eff 1999-10-01 > cutoff 1999-09-15,
1,1995/1007,suspect,oracle_suspect,1995/1731 eff 1996-01-01 > cutoff 1995-12-27,
1,1995/1071,suspect,oracle_suspect,2009/1218 eff 2010-01-01 > cutoff 2009-12-22,
1,1995/1246,suspect,oracle_suspect,2004/583 eff 2004-09-01 > cutoff 2004-06-23,
1,1995/1304,suspect,oracle_suspect,1999/223 eff 1999-04-01 > cutoff 1999-03-03,
1,1995/1778,suspect,oracle_suspect,1999/264 eff 1999-04-01 > cutoff 1999-03-05,
1,1995/851,suspect,oracle_suspect,2007/1502 eff 2008-01-01 > cutoff 2007-12-13,
1,1995/853,suspect,oracle_suspect,1996/881 eff 1996-12-01 > cutoff 1996-11-22,
1,1995/854,suspect,oracle_suspect,1998/120 eff 1998-09-01 > cutoff 1998-02-13,
1,1995/858,suspect,oracle_suspect,1999/1313 eff 1999-12-31 > cutoff 1999-12-23,
1,1995/892,suspect,oracle_suspect,2002/162 eff 2002-03-15 > cutoff 2002-02-25,
1,1995/933,suspect,oracle_suspect,1999/584 eff 1999-05-12 > cutoff 1999-05-05,
1,1995/934,suspect,oracle_suspect,1999/585 eff 1999-05-12 > cutoff 1999-05-05,
1,1996/1028,core,,,OK
1,1996/118,suspect,oracle_suspect,1998/739 eff 1998-11-01 > cutoff 1998-10-09,
1,1996/1197,suspect,oracle_suspect,2013/362 eff 2013-09-01 > cutoff 2013-05-24,
1,1996/1269,suspect,oracle_suspect,2007/1054 eff 2008-01-01 > cutoff 2007-11-23,
1,1996/1305,suspect,oracle_suspect,2001/1126 eff 2002-01-01 > cutoff 2001-11-29,
1,1996/1332,suspect,oracle_suspect,2000/405 eff 2000-05-01 > cutoff 2000-04-27,
1,1996/213,suspect,oracle_suspect,1999/222 eff 1999-04-01 > cutoff 1999-03-03,
1,1996/22,suspect,oracle_suspect,1997/716 eff 1997-07-31 > cutoff 1997-07-24,
1,1996/319,suspect,oracle_suspect,1997/529 eff 1997-09-01 > cutoff 1997-06-06,
1,1996/33,suspect,oracle_suspect,2001/1067 eff 2002-01-01 > cutoff 2001-11-22,
1,1996/484,suspect,oracle_suspect,1999/753 eff 1999-07-01 > cutoff 1999-06-18,
1,1996/502,suspect,oracle_suspect,1997/80 eff 1997-02-01 > cutoff 1997-01-24,
1,1996/503,core,,,OK
1,1996/705,suspect,oracle_suspect,2001/1190 eff 2001-12-23 > cutoff 2001-12-05,
1,1996/782,suspect,oracle_suspect,1999/359 eff 1999-03-26 > cutoff 1999-03-18,
1,1996/822,suspect,oracle_suspect,1998/361 eff 1998-06-01 > cutoff 1998-05-29,
1,1997/1006,suspect,oracle_suspect,1999/160 eff 1999-03-01 > cutoff 1999-02-11,
1,1997/1038,suspect,oracle_suspect,2021/962 eff 2022-01-01 > cutoff 2021-11-19,
1,1997/1191,suspect,oracle_suspect,2010/830 eff 2010-10-01 > cutoff 2010-09-23,
1,1997/122,suspect,oracle_suspect,1998/845 eff 1999-01-01 > cutoff 1998-11-19,
1,1997/124,suspect,oracle_suspect,2006/330 eff 2006-05-15 > cutoff 2006-05-04,
1,1997/1241,suspect,oracle_suspect,1999/637 eff 1999-12-01 > cutoff 1999-05-21,
1,1997/1295,suspect,oracle_suspect,2023/49 eff 2023-06-01 > cutoff 2023-01-05,
1,1997/1297,suspect,oracle_suspect,1999/694 eff 1999-12-01 > cutoff 1999-05-21,
1,1997/1370,suspect,oracle_suspect,2000/203 eff 2000-02-29 > cutoff 2000-02-24,
1,1997/1395,suspect,oracle_suspect,2000/1245 eff 2001-03-01 > cutoff 2000-12-21,
1,1997/142,suspect,oracle_suspect,1999/786 eff 2000-01-01 > cutoff 1999-07-01,
1,1997/164,suspect,oracle_suspect,2000/827 eff 2000-10-01 > cutoff 2000-09-25,
1,1997/167,suspect,oracle_suspect,2001/745 eff 2001-09-15 > cutoff 2001-08-24,
1,1997/22,suspect,oracle_suspect,2000/348 eff 2000-04-15 > cutoff 2000-04-07,
1,1997/23,suspect,oracle_suspect,1999/623 eff 1999-12-01 > cutoff 1999-05-21,
1,1997/324,suspect,oracle_suspect,1998/1162 eff 1999-01-01 > cutoff 1998-12-30,
1,1997/424,suspect,oracle_suspect,1999/724 eff 1999-07-01 > cutoff 1999-06-11,
1,1997/471,suspect,oracle_suspect,1997/623 eff 1997-07-01 > cutoff 1997-06-26,
1,1997/472,suspect,oracle_suspect,1997/1299 eff 1998-01-01 > cutoff 1997-12-17,
1,1997/476,suspect,oracle_suspect,1997/624 eff 1997-07-01 > cutoff 1997-06-25,
1,1997/479,suspect,oracle_suspect,1997/965 eff 1997-11-03 > cutoff 1997-10-28,
1,1997/488,suspect,oracle_suspect,1999/159 eff 1999-03-01 > cutoff 1999-02-11,
1,1997/646,suspect,oracle_suspect,2008/366 eff 2008-07-01 > cutoff 2008-05-30,
1,1997/708,suspect,oracle_suspect,2010/536 eff 2010-09-01 > cutoff 2010-06-11,
1,1997/786,suspect,oracle_suspect,1999/638 eff 1999-12-01 > cutoff 1999-05-21,
1,1997/979,core,,,OK
1,1998/1053,suspect,oracle_suspect,2001/1085 eff 2002-01-01 > cutoff 2001-11-22,
1,1998/106,suspect,oracle_suspect,1999/623 eff 1999-12-01 > cutoff 1999-05-21,
1,1998/1086,suspect,oracle_suspect,2000/31 eff 2000-02-01 > cutoff 2000-01-18,
1,1998/1087,suspect,oracle_suspect,2006/793 eff 2006-10-15 > cutoff 2006-09-14,
1,1998/1096,suspect,oracle_suspect,2001/49 eff 2001-02-01 > cutoff 2001-01-23,
1,1998/1097,suspect,oracle_suspect,2000/1041 eff 2001-01-01 > cutoff 2000-11-28,
1,1998/1176,suspect,oracle_suspect,2004/1259 eff 2005-01-01 > cutoff 2004-12-21,
1,1998/1191,suspect,oracle_suspect,2002/575 eff 2002-07-15 > cutoff 2002-07-04,
1,1998/1202,suspect,oracle_suspect,1999/67 eff 1999-02-01 > cutoff 1999-01-26,
1,1998/121,suspect,oracle_suspect,2006/1109 eff 2007-01-01 > cutoff 2006-12-07,
1,1998/132,suspect,oracle_suspect,1999/77 eff 1999-02-15 > cutoff 1999-01-29,
1,1998/219,suspect,oracle_suspect,1999/907 eff 1999-10-01 > cutoff 1999-09-16,
1,1998/358,suspect,oracle_suspect,2001/1065 eff 2002-01-01 > cutoff 2001-11-22,
1,1998/408,suspect,oracle_suspect,2002/503 eff 2002-06-30 > cutoff 2002-06-13,
1,1998/417,suspect,oracle_suspect,2001/104 eff 2001-03-01 > cutoff 2001-01-26,
1,1998/461,core,,,OK
1,1998/493,suspect,oracle_suspect,1999/1106 eff 2000-01-01 > cutoff 1999-11-26,
1,1998/638,suspect,oracle_suspect,2000/519 eff 2000-06-15 > cutoff 2000-05-31,
1,1998/672,suspect,oracle_suspect,2001/450 eff 2002-01-01 > cutoff 2001-05-31,
1,1998/711,suspect,oracle_suspect,2001/113 eff 2001-02-24 > cutoff 2001-02-08,
1,1998/717,suspect,oracle_suspect,2010/831 eff 2010-10-01 > cutoff 2010-09-23,
1,1998/90,suspect,oracle_suspect,2000/965 eff 2000-12-01 > cutoff 2000-11-17,
1,1998/96,suspect,oracle_suspect,1998/1082 eff 1999-01-01 > cutoff 1998-12-16,
1,1999/1056,suspect,oracle_suspect,2001/129 eff 2001-03-01 > cutoff 2001-02-12,
1,1999/1172,suspect,oracle_suspect,2010/832 eff 2010-10-01 > cutoff 2010-09-23,
1,1999/1179,suspect,oracle_suspect,2000/1157 eff 2001-01-01 > cutoff 2000-12-21,
1,1999/1209,core,,,OK
1,1999/1215,suspect,oracle_suspect,2021/893 eff 2021-11-01 > cutoff 2021-10-22,
1,1999/1284,suspect,oracle_suspect,2002/395 eff 2002-06-01 > cutoff 2002-05-23,
1,1999/158,suspect,oracle_suspect,2001/53 eff 2001-02-01 > cutoff 2001-01-25,
1,1999/213,suspect,oracle_suspect,2001/616 eff 2001-08-01 > cutoff 2001-07-05,
1,1999/373,suspect,oracle_suspect,1999/914 eff 1999-10-01 > cutoff 1999-08-26,
1,1999/443,suspect,oracle_suspect,2007/1014 eff 2008-01-01 > cutoff 2007-11-09,
1,1999/63,suspect,oracle_suspect,2001/1032 eff 2002-01-01 > cutoff 2001-11-22,
1,1999/701,core,,,OK
1,1999/715,suspect,oracle_suspect,2001/128 eff 2001-03-01 > cutoff 2001-02-12,
1,1999/821,suspect,oracle_suspect,2007/139 eff 2007-02-15 > cutoff 2007-02-09,
1,1999/865,suspect,oracle_suspect,2001/96 eff 2001-02-08 > cutoff 2001-02-01,
1,1999/877,suspect,oracle_suspect,2016/934 eff 2017-01-01 > cutoff 2016-11-11,
1,1999/889,suspect,oracle_suspect,2007/943 eff 2007-11-01 > cutoff 2007-10-25,
1,1999/899,suspect,oracle_suspect,1999/963 eff 1999-10-28 > cutoff 1999-10-22,
1,2000/1051,suspect,oracle_suspect,2003/1233 eff 2003-12-31 > cutoff 2003-12-18,
1,2000/1052,suspect,oracle_suspect,2003/1234 eff 2003-12-31 > cutoff 2003-12-18,
1,2000/1068,suspect,oracle_suspect,2006/1337 eff 2007-01-01 > cutoff 2006-12-22,
1,2000/1162,suspect,oracle_suspect,2001/822 eff 2002-01-01 > cutoff 2001-09-27,
1,2000/1236,suspect,oracle_suspect,2001/1487 eff 2002-01-01 > cutoff 2001-12-28,
1,2000/1263,suspect,oracle_suspect,2002/91 eff 2002-02-15 > cutoff 2002-02-04,
1,2000/189,suspect,oracle_suspect,2024/1032 eff 2025-01-01 > cutoff 2024-12-19,
1,2000/2,suspect,oracle_suspect,2005/494 eff 2005-09-01 > cutoff 2005-06-22,
1,2000/219,suspect,oracle_suspect,2014/736 eff 2015-01-01 > cutoff 2014-09-19,
1,2000/253,suspect,oracle_suspect,2015/1298 eff 2016-01-01 > cutoff 2015-11-05,
1,2000/257,suspect,oracle_suspect,2000/608 eff 2000-07-01 > cutoff 2000-06-21,
1,2000/275,suspect,oracle_suspect,2006/400 eff 2006-06-01 > cutoff 2006-05-24,
1,2000/277,suspect,oracle_suspect,2001/821 eff 2002-01-01 > cutoff 2001-09-27,
1,2000/283,suspect,oracle_suspect,2006/218 eff 2006-04-01 > cutoff 2006-03-31,
1,2000/295,suspect,oracle_suspect,2002/103 eff 2002-03-01 > cutoff 2002-02-07,
1,2000/404,suspect,oracle_suspect,2002/859 eff 2002-11-01 > cutoff 2002-10-17,
1,2000/412,suspect,oracle_suspect,2002/1254 eff 2003-01-01 > cutoff 2002-12-19,
1,2000/423,suspect,oracle_suspect,2015/135 eff 2015-03-01 > cutoff 2015-02-13,
1,2000/456,suspect,oracle_suspect,2012/586 eff 2012-11-01 > cutoff 2012-10-25,
1,2000/461,suspect,oracle_suspect,2014/442 eff 2014-09-01 > cutoff 2014-06-02,
1,2000/507,suspect,oracle_suspect,2004/685 eff 2004-08-04 > cutoff 2004-07-30,
1,2000/512,suspect,oracle_suspect,2023/50 eff 2023-06-01 > cutoff 2023-01-05,
1,2000/547,suspect,oracle_suspect,2001/294 eff 2001-04-01 > cutoff 2001-03-28,
1,2000/568,suspect,oracle_suspect,2006/344 eff 2006-06-01 > cutoff 2006-05-05,
1,2000/569,suspect,oracle_suspect,2003/1081 eff 2004-01-01 > cutoff 2003-12-15,
1,2000/622,suspect,oracle_suspect,2013/641 eff 2013-09-01 > cutoff 2013-08-29,
1,2000/658,suspect,oracle_suspect,2000/1216 eff 2001-01-01 > cutoff 2000-12-21,
1,2000/660,suspect,oracle_suspect,2000/1092 eff 2001-01-01 > cutoff 2000-12-14,
1,2000/724,core,,,OK
1,2000/776,suspect,oracle_suspect,2004/1013 eff 2005-01-01 > cutoff 2004-11-26,
1,2000/824,suspect,oracle_suspect,2004/531 eff 2004-07-01 > cutoff 2004-06-16,
1,2000/83,suspect,oracle_suspect,2000/465 eff 2000-05-31 > cutoff 2000-05-24,
1,2000/831,suspect,oracle_suspect,2009/812 eff 2009-11-01 > cutoff 2009-10-22,
1,2000/87,suspect,oracle_suspect,2005/254 eff 2005-05-01 > cutoff 2005-04-21,
1,2000/890,suspect,oracle_suspect,2002/496 eff 2002-07-01 > cutoff 2002-06-14,
1,2000/924,suspect,oracle_suspect,2003/669 eff 2003-07-09 > cutoff 2003-07-03,
1,2000/931,suspect,oracle_suspect,2010/834 eff 2010-10-01 > cutoff 2010-09-23,
1,2000/938,suspect,oracle_suspect,2004/109 eff 2004-07-25 > cutoff 2004-02-12,
1,2000/990,suspect,oracle_suspect,2009/769 eff 2009-11-01 > cutoff 2009-10-15,
1,2001/1024,suspect,oracle_suspect,2002/40 eff 2002-02-01 > cutoff 2002-01-24,
1,2001/1039,suspect,oracle_suspect,2014/876 eff 2014-12-01 > cutoff 2014-11-07,
1,2001/111,suspect,oracle_suspect,2006/66 eff 2006-02-01 > cutoff 2006-01-19,
1,2001/1115,suspect,oracle_suspect,2002/1227 eff 2003-01-01 > cutoff 2002-12-16,
1,2001/1174,suspect,oracle_suspect,2009/1122 eff 2010-01-01 > cutoff 2009-12-17,
1,2001/1187,suspect,oracle_suspect,2003/1239 eff 2004-01-01 > cutoff 2003-12-18,
1,2001/1191,suspect,oracle_suspect,2004/446 eff 2004-06-15 > cutoff 2004-05-27,
1,2001/1234,core,,,OK
1,2001/136,suspect,oracle_suspect,2001/1446 eff 2002-01-01 > cutoff 2001-12-21,
1,2001/1400,suspect,oracle_suspect,2019/164 eff 2019-02-20 > cutoff 2019-02-07,
1,2001/143,suspect,oracle_suspect,2013/316 eff 2013-05-01 > cutoff 2013-04-25,
1,2001/1485,suspect,oracle_suspect,2005/831 eff 2005-11-01 > cutoff 2005-10-13,
1,2001/262,suspect,oracle_suspect,2002/1157 eff 2003-01-01 > cutoff 2002-12-18,
1,2001/275,suspect,oracle_suspect,2003/1114 eff 2004-01-01 > cutoff 2003-12-18,
1,2001/335,suspect,oracle_suspect,2004/245 eff 2004-05-01 > cutoff 2004-04-01,
1,2001/371,suspect,oracle_suspect,2009/1373 eff 2010-01-01 > cutoff 2009-12-22,
1,2001/487,suspect,oracle_suspect,2002/317 eff 2002-05-01 > cutoff 2002-04-17,
1,2001/514,suspect,oracle_suspect,2003/164 eff 2003-03-05 > cutoff 2003-02-27,
1,2001/653,suspect,oracle_suspect,2001/1327 eff 2002-01-01 > cutoff 2001-12-18,
1,2001/697,suspect,oracle_suspect,2002/709 eff 2002-09-01 > cutoff 2002-08-14,
1,2001/717,suspect,oracle_suspect,2009/1557 eff 2010-01-01 > cutoff 2009-12-22,
1,2002/1021,suspect,oracle_suspect,2004/1222 eff 2005-01-01 > cutoff 2004-12-21,
1,2002/1036,suspect,oracle_suspect,2011/1039 eff 2011-10-01 > cutoff 2011-09-16,
1,2002/1080,suspect,oracle_suspect,2006/227 eff 2006-04-15 > cutoff 2006-03-31,
1,2002/1087,suspect,oracle_suspect,2002/1183 eff 2003-01-01 > cutoff 2002-12-19,
1,2002/1176,suspect,oracle_suspect,2007/4 eff 2007-01-15 > cutoff 2007-01-11,
1,2002/1182,suspect,oracle_suspect,2009/806 eff 2009-11-01 > cutoff 2009-10-22,
1,2002/1205,suspect,oracle_suspect,2008/711 eff 2009-01-01 > cutoff 2008-11-13,
1,2002/1224,core,,,OK
1,2002/1311,suspect,oracle_suspect,2015/1379 eff 2016-01-01 > cutoff 2015-12-02,
1,2002/1331,suspect,oracle_suspect,2005/1182 eff 2006-01-01 > cutoff 2005-12-22,
1,2002/1339,suspect,oracle_suspect,2003/166 eff 2003-03-10 > cutoff 2003-02-27,
1,2002/1341,suspect,oracle_suspect,2005/1189 eff 2005-12-31 > cutoff 2005-12-21,
1,2002/144,suspect,oracle_suspect,2011/745 eff 2011-07-01 > cutoff 2011-06-16,
1,2002/15,suspect,oracle_suspect,2002/1220 eff 2003-01-01 > cutoff 2002-12-20,
1,2002/166,suspect,oracle_suspect,2002/841 eff 2002-10-15 > cutoff 2002-10-03,
1,2002/253,suspect,oracle_suspect,2008/406 eff 2009-01-01 > cutoff 2008-06-12,
1,2002/326,suspect,oracle_suspect,2010/98 eff 2010-02-19 > cutoff 2010-02-10,
1,2002/37,suspect,oracle_suspect,2009/1661 eff 2010-01-01 > cutoff 2009-12-29,
1,2002/534,suspect,oracle_suspect,2010/975 eff 2010-12-01 > cutoff 2010-11-18,
1,2002/539,suspect,oracle_suspect,2005/66 eff 2005-03-01 > cutoff 2005-01-27,
1,2002/551,suspect,oracle_suspect,2016/5 eff 2016-01-09 > cutoff 2016-01-07,
1,2002/581,suspect,oracle_suspect,2017/369 eff 2017-06-26 > cutoff 2017-06-16,
1,2002/641,suspect,oracle_suspect,2010/598 eff 2010-10-01 > cutoff 2010-06-17,
1,2002/780,core,,,OK
1,2002/89,suspect,oracle_suspect,2003/239 eff 2003-03-27 > cutoff 2003-03-19,
1,2002/9,suspect,oracle_suspect,2010/837 eff 2010-10-01 > cutoff 2010-09-23,
1,2002/914,suspect,oracle_suspect,2009/1591 eff 2010-01-01 > cutoff 2009-12-22,
1,2002/993,suspect,oracle_suspect,2023/51 eff 2023-06-01 > cutoff 2023-01-05,
1,2003/1036,suspect,oracle_suspect,2004/933 eff 2004-11-12 > cutoff 2004-10-28,
1,2003/1062,core,,,OK
1,2003/1122,suspect,oracle_suspect,2009/1425 eff 2010-01-01 > cutoff 2009-12-22,
1,2003/1126,suspect,oracle_suspect,2024/855 eff 2025-01-01 > cutoff 2024-12-19,
1,2003/126,suspect,oracle_suspect,2006/720 eff 2006-09-01 > cutoff 2006-08-18,
