amendments,statute_id,bucket,reason,detail,last_status
4,1994/40,suspect,oracle_suspect,2012/101 eff 2012-03-01 > cutoff 2012-02-24,
4,1994/547,suspect,oracle_suspect,2024/1034 eff 2025-01-01 > cutoff 2024-12-19,
4,1994/658,core,,,OK
4,1994/786,suspect,oracle_suspect,2001/397 eff 2001-05-31 > cutoff 2001-05-17,
4,1995/111,suspect,oracle_suspect,2019/700 eff 2019-07-01 > cutoff 2019-05-23,
4,1995/1116,suspect,oracle_suspect,2002/717 eff 2002-09-01 > cutoff 2002-08-22,
4,1995/1382,suspect,oracle_suspect,2000/962 eff 2000-12-01 > cutoff 2000-11-17,
4,1995/1707,suspect,oracle_suspect,2001/1125 eff 2002-01-01 > cutoff 2001-11-29,
4,1995/194,suspect,oracle_suspect,2010/148 eff 2010-03-15 > cutoff 2010-03-05,
4,1995/2,suspect,oracle_suspect,2001/1478 eff 2002-01-01 > cutoff 2001-12-27,
